Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,Suggested Job Role
86,93,62,75,61,82,84,83,70,6,3,0,1,7,27
89,79,91,93,62,79,87,61,80,10,8,5,6,1,5
89,85,83,81,65,64,65,86,79,7,2,4,8,7,21
77,83,71,68,66,68,90,88,83,12,4,5,7,9,33
78,63,69,66,71,78,66,85,75,10,4,2,8,1,14
70,61,83,83,80,66,73,83,60,4,9,3,5,7,11
79,75,93,69,91,76,91,65,63,10,3,4,9,5,13
87,82,68,74,72,64,75,72,91,10,6,3,9,9,29
83,79,68,89,87,74,90,85,83,12,7,4,1,4,19
60,67,68,70,88,61,69,63,62,10,6,5,8,8,20
80,87,89,88,83,84,63,60,86,10,1,0,6,9,18
93,62,72,83,66,61,76,63,90,5,2,5,1,4,1
93,62,62,93,93,79,92,76,61,12,9,3,5,5,31
79,66,94,65,74,63,60,92,94,10,7,2,1,6,3
76,92,88,66,70,88,63,67,89,12,4,4,1,6,6
94,81,82,85,63,84,94,63,81,11,7,4,1,6,7
69,64,94,62,90,78,92,94,83,11,3,3,7,5,21
70,82,75,62,69,86,79,63,61,7,8,4,7,7,12
81,77,92,60,83,89,76,67,84,8,9,0,6,7,7
68,91,68,82,76,71,82,71,91,10,6,2,7,1,14
94,76,60,63,88,60,66,71,62,7,3,5,4,3,20
60,79,60,81,67,84,88,70,83,4,2,4,5,4,14
62,78,76,84,82,92,74,89,83,8,3,6,9,4,32
94,77,75,84,76,60,69,67,66,6,9,4,2,8,18
92,67,82,65,60,72,62,67,62,6,3,2,4,7,20
89,86,62,79,68,85,60,71,83,5,8,6,3,7,3
85,76,73,61,92,71,65,74,69,4,6,0,8,1,18
93,61,78,64,91,65,61,91,76,6,5,5,9,9,9
73,66,87,67,80,84,85,81,65,8,9,3,1,4,6
61,81,63,80,85,67,77,69,93,10,5,2,1,3,9
63,85,84,66,91,66,68,81,72,7,1,4,9,9,30
79,80,73,87,80,91,73,71,74,7,1,6,7,3,11
88,85,83,94,68,84,85,90,81,4,6,3,5,9,29
90,90,93,85,71,75,93,74,77,4,6,0,1,3,18
84,76,82,67,86,89,78,77,67,9,2,3,6,6,24
93,65,64,81,62,70,88,69,82,5,7,2,8,7,32
92,74,87,84,81,60,72,63,68,11,2,2,3,9,19
82,78,68,68,67,80,80,90,77,4,8,3,8,4,6
68,90,76,87,66,69,82,90,69,9,8,2,8,7,8
71,61,64,75,91,68,83,79,91,6,9,0,8,9,3
83,92,79,75,84,90,61,64,74,8,7,3,9,1,19
73,86,90,90,70,71,73,78,80,5,1,6,9,3,16
79,61,61,89,82,81,89,84,72,7,4,6,3,3,26
78,70,94,65,84,90,71,62,73,6,1,0,1,5,27
90,89,76,60,60,93,72,74,92,4,9,3,9,1,4
71,76,71,74,83,84,81,66,86,9,4,0,7,8,10
73,83,85,75,87,69,70,62,70,12,7,2,1,6,9
69,72,92,87,71,80,70,63,72,4,9,6,8,6,16
94,90,67,93,74,94,78,65,75,4,7,5,2,3,13
64,74,73,87,74,84,73,67,67,5,1,4,9,8,30
89,67,85,79,93,77,81,94,71,9,7,2,1,9,24
94,67,74,82,83,65,89,80,77,7,6,0,5,6,14
73,75,79,62,76,92,61,74,64,4,3,4,1,8,17
88,83,64,86,80,66,77,88,89,6,4,3,4,4,16
89,88,68,93,85,84,77,86,94,8,7,0,5,1,17
92,77,77,79,61,94,77,77,80,9,9,2,5,7,17
64,72,91,88,71,92,93,86,86,9,7,1,1,2,27
84,67,62,75,89,61,80,91,84,11,2,5,7,2,16
77,77,67,65,75,78,70,60,62,7,6,1,1,7,0
62,79,71,83,88,93,67,78,90,7,7,1,3,2,16
68,83,83,89,79,69,63,68,90,9,2,3,2,1,16
72,76,89,85,65,83,81,85,74,12,7,5,8,9,30
65,77,92,87,72,69,91,84,74,10,4,3,2,7,11
80,83,67,66,74,68,89,88,78,10,5,6,1,3,23
64,76,86,75,90,71,88,71,78,4,9,5,8,4,9
84,76,65,76,72,92,65,92,82,4,8,3,3,2,16
90,88,82,79,91,70,63,92,82,6,2,4,5,6,23
85,64,66,67,72,68,93,75,60,5,7,2,8,8,26
66,69,70,87,60,75,68,87,61,4,5,3,3,2,33
69,71,80,69,79,81,68,60,93,5,4,4,2,1,6
88,84,61,75,88,70,66,70,71,9,5,3,9,8,13
82,69,93,68,64,77,80,69,74,12,8,2,5,3,16
72,76,70,79,69,71,79,83,67,4,7,3,8,4,25
89,69,87,88,66,85,81,67,87,8,4,0,1,5,33
62,93,64,90,61,75,71,81,77,7,3,5,3,7,22
84,80,71,60,90,94,91,90,84,4,3,2,2,4,1
89,65,66,70,65,91,75,92,81,11,5,0,8,5,29
72,87,88,61,60,68,84,92,78,8,6,6,1,8,12
80,75,90,77,81,82,60,84,60,4,2,1,4,4,7
80,63,82,75,81,78,63,73,89,8,3,0,1,4,17
93,79,72,68,92,80,85,67,93,6,8,1,6,8,33
83,63,81,82,72,84,79,81,61,11,7,4,4,7,29
62,85,66,78,70,89,82,71,91,6,3,6,9,3,18
94,85,65,91,68,76,93,88,73,9,9,6,2,9,12
66,63,77,79,85,76,88,66,82,5,2,1,7,6,17
60,88,64,75,86,73,84,91,81,11,4,1,1,7,26
82,74,93,90,75,66,88,91,65,12,1,4,1,2,22
94,71,91,63,73,89,88,68,93,6,2,4,8,9,26
94,79,92,66,82,94,78,80,90,5,4,1,4,3,13
86,79,74,84,93,77,82,69,71,10,5,6,9,7,26
92,88,64,62,93,74,64,61,66,11,2,2,7,5,21
86,88,76,93,90,72,66,71,82,9,6,2,6,5,30
91,66,63,64,71,74,88,65,76,12,4,5,6,1,12
94,88,62,84,63,88,90,80,75,7,6,1,5,7,28
64,67,66,78,77,66,76,83,92,10,5,1,8,3,10
66,87,88,93,72,83,80,91,85,6,7,6,1,8,14
92,94,87,74,90,60,64,69,63,9,3,2,6,9,18
82,82,62,87,80,92,81,80,69,4,8,6,3,8,6
74,92,94,94,71,60,65,69,68,7,8,6,9,4,10
71,71,67,67,72,77,68,83,71,7,6,1,7,5,7
67,76,61,67,62,67,75,66,81,12,6,1,7,7,5
70,70,72,76,72,88,82,63,65,7,6,3,9,4,22
70,64,93,81,88,74,79,73,62,11,7,6,4,3,16
91,70,61,79,75,75,77,61,82,5,7,3,9,2,15
67,84,80,69,91,78,73,63,87,5,4,0,9,7,33
60,80,84,61,84,63,62,73,67,12,3,4,3,3,0
79,76,61,74,77,71,61,77,86,4,7,5,8,7,23
82,90,79,79,88,88,86,74,82,8,9,4,4,7,25
63,66,69,69,71,76,69,77,89,12,2,2,7,4,12
64,81,69,74,91,74,61,70,76,9,7,4,6,4,4
73,61,74,67,90,67,92,78,74,10,1,3,3,2,13
90,89,79,93,91,73,84,61,87,5,2,5,4,3,3
84,89,81,74,86,84,71,72,60,6,7,6,1,8,20
66,74,86,67,63,73,79,61,71,12,3,4,1,1,27
73,77,81,71,65,85,64,70,83,10,9,0,8,1,29
87,86,90,68,83,75,81,65,93,8,4,6,9,8,28
72,61,63,60,84,82,93,60,93,8,8,0,9,2,25
90,70,66,87,82,75,78,63,66,4,7,3,7,8,6
76,83,89,77,83,93,60,74,94,11,1,2,5,8,23
94,70,82,92,84,78,73,66,74,11,1,3,8,3,23
66,83,71,63,81,76,67,81,81,9,2,3,9,2,21
94,87,66,82,93,77,67,77,72,10,5,3,3,5,3
94,65,74,64,75,82,64,88,91,10,9,6,1,4,9
67,91,83,79,91,68,87,78,61,4,5,3,4,5,16
86,67,86,64,75,78,85,86,70,6,1,4,6,2,16
77,73,63,67,61,71,88,73,63,9,9,5,1,8,21
70,69,90,70,68,70,86,87,71,12,4,4,6,6,31
61,77,72,76,67,92,80,88,82,11,9,0,1,8,16
83,88,61,70,64,73,77,63,63,10,3,5,7,7,12
66,77,64,79,69,61,72,75,82,4,7,5,5,7,12
68,87,80,75,84,87,94,61,91,8,5,4,2,2,8
60,76,86,76,75,73,91,81,66,6,2,1,6,2,8
89,83,86,83,77,76,80,91,69,11,6,4,2,7,29
67,69,93,63,74,66,93,91,62,4,9,0,1,8,8
67,67,77,69,65,83,78,77,66,11,7,1,6,6,6
62,77,83,88,62,91,94,70,83,5,2,4,4,9,11
85,64,74,84,78,67,86,69,80,9,7,5,7,7,30
83,92,94,88,72,81,91,82,65,12,4,1,7,8,0
89,68,77,88,64,62,75,62,65,8,9,2,9,5,4
89,76,67,73,73,71,89,93,76,4,4,0,8,2,8
87,73,89,62,80,61,84,79,75,4,1,1,7,5,6
73,70,78,72,67,82,60,80,71,6,9,1,3,3,4
90,93,88,61,87,61,91,73,82,4,9,5,7,3,22
92,77,88,69,82,73,78,81,67,5,9,0,7,5,1
60,89,92,75,94,92,80,89,74,4,4,5,4,8,33
86,82,86,80,63,73,71,87,94,6,6,0,3,6,9
81,76,89,66,63,72,63,61,64,12,7,5,6,2,15
63,93,71,64,69,73,82,91,81,11,1,4,2,5,27
90,63,80,89,69,77,75,80,72,8,1,1,5,3,3
83,74,66,66,72,92,67,70,75,4,8,0,9,5,30
69,75,68,93,81,82,79,89,64,9,8,6,4,8,11
61,76,92,73,66,64,78,79,74,12,1,5,9,6,12
94,76,63,94,64,68,86,81,86,9,9,5,3,8,10
77,92,76,93,93,85,72,62,78,4,9,1,2,8,5
66,83,94,75,63,92,84,60,60,8,8,3,6,5,8
75,90,66,67,72,61,71,88,77,8,3,4,8,6,0
66,92,91,75,74,89,86,85,79,8,7,5,9,6,30
90,91,91,69,74,64,68,66,88,11,3,1,9,4,2
74,73,69,88,83,64,70,92,64,8,4,2,6,8,5
79,73,94,89,70,71,82,69,63,9,1,1,6,8,30
68,84,79,66,80,87,86,74,74,10,2,5,6,7,2
73,88,79,67,91,92,62,86,78,6,2,2,1,1,25
63,92,63,71,88,76,80,89,80,9,7,0,1,7,30
73,89,66,77,82,64,82,65,94,9,4,5,4,4,11
89,65,66,81,91,80,81,74,78,4,1,0,4,3,30
74,67,71,84,79,71,74,65,66,12,1,6,2,2,17
69,62,80,78,62,80,84,92,75,10,1,4,9,3,27
83,66,84,85,86,93,93,74,92,11,9,6,5,9,25
92,88,86,80,91,91,89,63,70,9,2,3,2,8,25
84,68,87,86,83,82,81,77,61,6,6,0,7,9,28
72,72,73,77,93,62,66,82,63,10,1,0,9,9,32
79,60,75,73,65,75,60,89,91,9,2,1,5,6,8
83,83,64,72,73,64,62,89,68,7,2,1,4,7,31
82,61,71,85,86,67,83,75,67,6,8,2,7,6,28
61,78,66,60,92,75,68,89,86,10,8,0,3,1,30
64,87,77,71,65,84,86,73,79,10,4,2,3,4,16
87,91,74,92,62,63,93,77,78,6,5,3,2,1,27
72,91,72,84,69,89,78,79,73,10,7,2,3,9,30
73,76,72,62,66,86,93,65,76,10,3,6,2,9,20
65,93,68,79,83,62,80,94,93,6,4,0,2,1,11
91,94,63,80,67,65,62,62,60,6,2,2,2,7,0
93,88,64,63,86,78,68,79,77,12,4,3,8,5,18
82,93,92,86,86,85,62,61,62,6,4,6,9,5,18
61,62,72,87,81,62,84,65,73,5,3,2,3,3,23
74,70,74,91,73,92,76,81,87,6,8,0,7,5,33
66,72,74,89,81,63,73,73,63,10,5,6,8,1,29
60,74,76,77,81,61,63,66,86,10,3,0,2,6,28
77,91,94,89,71,79,91,84,65,4,3,2,5,3,15
75,94,79,74,87,79,63,69,86,5,8,4,6,8,4
72,94,94,93,85,86,92,88,65,11,6,2,2,9,10
91,81,68,76,60,88,89,73,72,4,9,4,2,8,8
75,66,94,86,62,61,74,60,77,6,5,1,6,8,2
62,69,78,82,74,60,79,72,65,6,7,3,5,1,30
78,89,85,70,90,92,83,62,86,8,7,0,7,8,31
65,76,73,64,89,94,78,87,74,7,1,2,5,2,28
77,73,66,91,77,81,89,75,90,9,3,5,9,6,6
71,60,89,88,78,81,91,81,88,9,9,0,6,5,9
84,89,60,93,88,63,92,77,80,6,6,3,6,6,22
70,85,91,76,70,75,61,67,64,6,6,3,3,1,4
74,94,61,84,63,80,87,67,93,10,2,1,6,7,32
63,91,89,92,60,84,66,75,83,11,1,2,4,7,2
79,85,91,81,72,64,94,65,70,12,5,3,9,4,11
86,71,61,77,64,93,71,64,78,5,6,0,2,9,25
63,71,91,80,60,85,70,76,83,4,6,1,5,9,24
82,82,92,87,82,72,88,87,67,12,9,2,5,4,19
91,64,67,67,61,79,82,68,78,11,8,6,5,4,5
61,85,83,87,63,93,90,90,78,10,2,0,5,3,8
67,63,60,88,75,60,77,62,86,8,3,6,3,7,2
75,75,74,89,80,71,67,63,87,8,4,2,7,2,24
71,68,66,68,69,89,79,64,66,6,8,5,4,7,16
90,79,67,91,68,71,90,90,66,8,3,2,5,5,26
85,60,85,88,84,66,87,73,67,6,9,4,1,7,19
63,65,80,83,72,78,69,74,81,5,4,4,8,5,6
84,76,76,73,68,64,81,67,63,7,5,4,9,1,3
77,62,79,78,61,91,63,82,65,4,6,2,5,8,24
66,60,70,94,83,63,61,68,67,5,6,0,3,2,10
91,90,80,65,63,90,69,77,68,4,1,2,5,8,23
78,79,64,84,73,78,63,71,94,4,2,6,4,3,2
93,67,86,78,62,75,90,77,91,5,7,0,3,6,15
70,87,94,70,88,68,74,69,90,10,4,1,4,5,17
66,92,75,75,78,69,76,75,78,11,3,5,8,8,27
86,70,93,66,80,69,68,73,60,10,1,5,3,4,3
66,86,76,86,83,66,70,77,66,4,9,2,7,8,1
81,82,70,78,73,77,83,72,76,7,6,4,1,4,19
93,78,61,87,60,85,68,75,66,6,5,6,7,3,31
76,72,85,68,76,87,82,74,89,11,4,5,2,6,8
60,71,72,72,70,75,63,89,65,12,5,4,7,2,28
89,80,85,77,73,62,60,77,85,4,9,0,5,6,17
79,94,77,79,84,79,66,62,86,7,6,1,6,7,32
72,87,71,61,79,72,63,75,62,6,6,0,7,1,16
71,88,90,60,87,71,83,62,71,12,9,3,8,9,2
85,72,63,81,88,70,79,72,66,8,3,5,2,9,9
69,80,87,91,78,75,67,70,93,9,2,3,5,3,9
72,60,90,61,94,74,81,86,75,5,3,0,7,3,29
78,91,69,82,80,83,91,80,79,6,7,5,8,2,3
64,90,73,81,77,91,64,89,82,8,4,1,4,7,13
67,93,67,86,88,87,60,93,90,7,2,6,4,3,16
60,94,79,60,85,87,84,62,80,5,8,1,6,2,24
70,69,60,85,92,87,94,65,90,5,4,6,1,8,12
74,91,77,61,65,91,68,71,94,12,7,0,1,5,25
80,66,71,62,93,62,94,72,74,10,7,4,2,2,9
76,80,91,94,64,61,63,82,68,11,9,6,4,7,19
93,60,85,88,74,69,60,89,81,6,2,6,5,6,21
90,84,74,94,60,85,82,72,69,10,5,0,6,2,3
81,85,68,94,77,94,61,73,74,9,6,3,1,3,19
60,70,63,65,60,66,67,61,68,7,3,0,9,8,16
71,92,63,78,62,91,81,67,73,6,4,5,8,3,31
76,70,84,93,61,80,89,64,74,12,5,1,9,9,20
81,91,77,63,67,63,89,65,83,12,2,5,8,6,31
86,76,74,67,82,70,67,80,64,5,2,0,6,8,5
74,90,80,82,71,92,80,83,88,11,4,4,2,9,28
84,69,94,84,84,71,65,75,74,7,4,2,8,4,10
84,74,61,87,62,61,89,92,83,9,5,1,2,4,26
78,87,66,94,79,80,71,88,89,6,4,4,3,6,31
93,73,60,79,62,68,72,93,90,8,6,1,1,6,29
79,70,70,65,69,63,74,93,62,12,3,3,8,2,5
81,78,83,82,93,89,93,86,67,9,8,2,4,5,4
89,70,72,63,69,88,93,84,82,9,6,1,2,1,1
68,64,90,82,79,71,90,90,80,6,3,0,6,4,14
76,90,60,78,73,87,91,94,94,10,6,6,7,3,2
94,76,68,63,63,80,78,61,74,9,7,4,7,6,30
60,67,66,82,75,67,69,87,85,5,2,1,9,3,10
68,89,89,63,83,69,93,71,86,9,2,3,3,7,8
73,78,78,83,82,61,78,90,74,9,3,4,7,8,1
90,91,80,63,78,94,61,65,79,10,6,4,3,1,4
63,92,63,74,60,76,76,80,68,4,8,5,3,5,3
66,69,69,74,60,78,92,82,64,12,3,5,2,3,11
61,66,75,76,66,75,67,79,74,6,6,1,7,8,17
81,75,71,90,77,78,69,65,63,11,4,6,4,2,9
62,65,84,78,89,64,72,69,65,12,2,0,8,8,6
78,71,85,76,88,80,79,82,77,5,9,4,3,6,2
92,77,61,68,68,70,60,64,83,8,6,6,3,4,3
94,76,73,90,90,69,67,92,93,4,4,4,8,3,30
70,87,89,83,64,77,62,92,61,8,2,2,7,3,13
84,72,69,65,87,78,82,84,94,9,3,0,2,1,22
78,73,77,64,94,94,91,71,88,4,7,3,4,2,21
80,76,62,77,71,72,90,82,69,11,8,0,3,6,16
68,92,72,74,70,93,75,64,70,6,2,2,4,3,26
72,63,60,61,64,62,93,73,81,8,9,1,8,1,0
73,83,60,77,80,91,68,69,93,9,1,5,9,4,5
91,63,88,92,61,78,75,66,92,9,9,4,9,7,2
79,81,69,78,72,66,64,94,67,4,5,2,9,7,18
65,73,62,65,66,79,61,84,64,7,1,5,3,8,25
69,67,83,92,92,70,74,74,87,5,8,4,6,8,23
61,64,66,61,84,74,88,89,65,9,1,3,7,8,29
65,79,71,79,83,89,88,62,88,7,2,0,5,3,28
91,71,69,80,67,78,61,91,72,6,9,1,5,6,0
80,64,88,77,87,62,92,70,72,8,9,5,9,3,7
60,60,61,65,94,77,94,65,93,5,2,1,8,4,22
90,89,71,65,91,75,94,90,91,7,4,3,5,6,17
60,76,90,86,64,76,60,70,76,12,8,5,3,4,16
64,90,84,71,80,77,85,81,86,10,3,6,6,8,7
91,78,74,88,67,70,80,72,85,4,6,1,5,7,8
66,66,74,84,89,92,77,79,71,8,5,2,2,4,19
85,92,71,94,94,69,81,63,79,6,1,0,5,2,32
67,81,74,69,93,69,67,61,68,4,3,3,6,1,16
67,72,60,66,85,88,85,94,84,10,3,0,1,3,9
82,75,94,68,62,89,79,74,78,9,6,6,9,1,19
87,61,63,91,62,61,76,87,87,5,8,1,1,2,27
68,60,74,71,70,73,92,61,79,4,1,5,5,3,4
67,72,60,61,79,88,79,67,85,4,2,4,2,6,20
78,63,78,69,78,89,60,67,72,9,2,6,7,2,26
65,77,74,77,81,74,64,60,76,9,4,1,4,8,16
70,70,82,85,62,80,91,83,62,9,6,0,5,2,17
75,71,71,90,79,92,68,85,86,12,7,6,8,3,9
76,76,65,84,77,93,92,94,81,6,4,1,3,3,16
92,79,94,90,82,63,71,84,60,9,9,6,6,6,23
65,92,83,75,80,70,92,82,69,8,3,3,7,7,13
65,90,65,67,86,70,80,64,77,8,2,5,4,8,8
89,78,86,79,69,61,67,76,78,4,9,4,5,4,27
88,94,80,63,66,76,69,92,90,11,9,4,9,4,3
62,86,92,82,87,71,67,91,74,7,4,4,3,3,26
60,70,61,83,64,82,69,78,76,6,3,5,5,1,29
75,89,71,90,94,66,76,84,73,5,3,6,6,2,29
87,78,83,70,62,71,91,67,90,10,7,6,8,1,16
93,79,89,62,63,84,83,78,86,10,5,6,6,9,11
93,89,62,87,89,86,80,81,71,4,1,4,7,2,27
87,83,67,70,62,85,79,60,60,10,1,0,6,3,29
88,80,88,89,81,84,93,93,82,4,6,5,3,8,24
80,61,79,89,64,86,71,94,87,4,2,4,3,4,15
67,75,92,75,77,87,79,71,84,11,8,1,3,2,13
65,90,83,60,61,76,72,84,74,5,8,6,4,7,29
65,80,71,63,77,63,63,91,91,11,3,3,4,5,29
67,91,68,60,78,85,91,93,60,6,9,4,2,1,2
86,75,85,93,79,86,70,73,86,12,7,3,5,6,22
93,79,80,88,87,77,63,69,87,5,5,6,7,8,22
67,68,90,90,77,92,79,93,71,12,3,0,6,6,12
94,73,83,79,74,78,64,80,91,6,1,3,5,1,22
60,60,73,77,82,62,61,90,79,9,9,0,7,2,15
90,78,79,79,91,71,77,65,86,6,6,6,3,8,23
65,75,62,74,86,86,88,93,93,8,6,6,1,7,29
78,87,81,89,61,62,69,70,67,7,4,4,1,4,1
61,67,86,81,83,94,61,71,86,5,3,6,3,5,14
62,75,67,89,68,74,67,78,72,5,8,4,9,6,13
63,63,79,76,87,86,85,78,64,5,3,5,2,1,0
82,66,73,83,67,74,81,63,79,7,7,6,1,1,20
92,63,83,69,94,85,62,74,73,4,7,5,7,5,20
69,63,81,79,73,78,82,85,91,12,5,6,6,6,27
60,83,84,61,66,78,72,78,71,7,7,4,8,5,0
93,90,91,79,74,85,91,83,67,6,9,6,9,9,23
89,82,71,81,66,64,87,78,94,5,2,2,5,4,25
79,67,66,80,65,72,82,70,79,7,6,6,1,1,10
75,76,91,80,62,65,65,93,73,4,3,3,7,4,6
86,83,89,85,90,64,92,64,75,7,7,2,6,8,18
85,87,80,84,84,68,60,92,86,7,2,4,3,1,25
85,64,64,78,66,76,88,93,76,11,8,4,4,9,28
81,62,91,90,67,73,81,83,94,9,3,0,5,5,17
69,70,89,64,68,80,80,73,87,6,7,4,1,7,13
91,87,91,86,79,76,68,71,86,7,5,3,2,5,8
62,87,64,66,69,66,70,84,91,6,4,4,6,5,10
77,72,66,73,91,92,76,83,73,6,6,3,4,2,6
61,74,81,73,79,72,86,70,88,6,5,3,8,6,2
67,84,62,84,67,63,60,76,68,4,4,1,1,1,29
72,64,63,81,63,91,65,67,76,6,5,3,8,9,10
79,67,86,82,80,77,68,67,67,9,9,1,1,2,30
63,64,78,82,83,62,89,64,75,12,8,5,5,8,6
71,66,94,84,74,61,92,61,77,7,5,0,2,7,7
94,83,77,66,66,80,65,84,69,7,9,0,9,2,15
61,92,88,65,89,83,87,70,77,12,9,1,2,3,21
61,83,80,79,84,62,65,91,66,12,1,0,2,3,8
67,80,78,63,73,78,75,76,65,4,9,2,6,1,16
71,72,78,92,65,66,74,77,71,5,2,5,5,8,4
82,86,83,81,67,81,92,69,80,8,8,5,6,9,31
80,83,77,89,69,89,72,79,77,9,1,4,3,5,6
78,75,74,92,71,90,74,73,89,5,6,5,2,6,18
76,77,73,89,66,70,72,77,78,5,5,4,9,8,16
87,76,87,78,82,83,77,79,69,12,2,4,8,8,19
67,66,89,69,65,69,88,86,76,9,6,1,3,7,33
65,73,83,89,92,92,94,71,61,4,5,4,5,6,18
84,73,83,60,79,84,75,93,91,11,4,6,2,8,17
77,74,86,91,77,77,89,70,66,6,9,0,1,8,22
71,61,86,94,78,94,94,91,71,5,4,1,8,7,12
86,81,75,82,89,60,86,77,64,6,3,5,2,1,23
93,80,90,86,90,84,90,66,70,5,6,0,9,8,4
86,61,79,87,83,74,64,75,89,7,4,1,7,2,19
87,70,70,88,94,73,87,70,81,11,6,3,3,4,9
86,77,75,82,62,71,62,72,67,11,5,3,3,8,24
71,80,76,63,76,70,77,85,82,10,1,0,5,4,20
79,63,92,89,61,73,76,79,74,8,5,1,9,8,24
83,87,84,93,87,78,84,73,94,8,3,3,7,7,6
63,64,87,83,86,61,90,82,86,9,6,0,4,9,30
70,61,64,84,82,88,93,64,75,10,3,5,9,6,30
88,62,60,91,93,77,90,67,70,4,8,2,1,6,5
72,73,84,80,83,62,67,77,70,11,1,1,7,6,17
76,67,72,62,62,70,71,79,79,9,4,3,6,3,23
88,78,91,86,76,92,86,67,63,4,3,0,3,4,22
67,86,90,79,75,89,82,76,73,10,1,3,8,5,0
83,63,66,88,63,90,76,89,92,11,7,4,8,5,14
76,88,76,92,89,76,83,73,62,11,3,6,7,7,13
82,62,66,69,61,86,84,86,67,11,3,2,7,2,26
72,72,73,89,75,63,94,65,71,8,4,2,5,3,10
74,60,76,69,76,71,88,63,94,9,3,6,5,7,10
63,81,88,71,76,93,73,60,60,5,2,6,8,1,33
82,63,86,70,60,74,72,74,76,6,9,5,1,5,29
75,61,61,89,64,93,81,64,73,10,6,1,9,6,4
71,73,77,60,91,90,80,89,88,6,8,4,7,6,20
91,70,91,73,85,94,61,70,77,7,4,5,3,1,3
79,69,68,72,70,70,85,94,67,6,6,2,7,9,26
84,85,87,66,90,82,73,73,73,5,3,5,9,2,31
71,71,77,87,75,92,66,82,64,6,3,0,6,6,19
82,92,70,91,62,73,89,82,93,5,8,4,9,5,14
73,82,60,90,79,72,60,62,73,11,4,0,6,2,12
62,81,91,86,61,90,92,62,93,8,7,3,8,9,12
63,70,62,73,86,68,65,60,90,10,5,4,1,4,2
68,64,70,76,62,88,93,85,85,6,5,1,6,2,17
63,91,87,86,88,94,92,72,68,11,6,6,7,8,7
87,78,82,79,71,86,88,87,89,6,8,6,9,5,18
78,75,87,73,84,92,70,93,89,8,8,6,2,1,8
90,76,88,67,84,94,84,82,78,5,2,0,2,2,7
90,75,82,71,81,63,81,92,70,7,5,3,8,2,30
87,79,69,78,76,71,75,88,76,5,6,6,9,3,27
68,76,62,67,92,73,88,65,61,5,4,3,5,8,25
77,76,82,92,72,89,72,65,63,7,5,0,3,2,3
62,82,76,73,84,92,76,80,94,9,9,2,7,2,21
69,81,66,93,71,78,67,60,63,7,9,2,2,6,31
60,67,66,94,65,72,76,91,69,5,4,3,2,7,10
78,86,90,62,88,91,78,82,67,6,3,2,4,7,22
74,69,78,93,84,65,90,68,78,5,2,1,8,7,33
88,88,75,78,60,91,79,83,77,4,7,1,3,3,26
72,64,74,69,67,88,82,79,86,6,4,0,9,5,1
90,73,84,78,80,77,71,86,66,11,8,6,7,5,6
90,90,79,63,66,77,92,72,69,4,2,6,3,1,26
75,66,92,63,60,94,60,60,71,12,8,2,6,6,17
90,77,90,61,61,80,83,75,74,4,9,6,5,4,25
71,86,66,77,82,83,88,87,68,6,4,6,3,4,24
62,66,88,86,64,75,92,64,63,8,6,6,9,4,4
67,60,72,92,63,72,65,78,66,12,6,6,8,5,16
93,83,85,94,67,78,64,78,60,5,6,0,4,6,29
86,71,91,73,85,72,70,92,70,11,5,1,4,2,17
92,74,60,87,71,92,81,90,77,4,8,1,3,4,29
92,81,72,88,76,81,61,83,90,10,3,2,9,2,25
84,66,85,64,94,78,63,61,65,10,7,3,5,5,11
70,72,88,67,68,64,76,62,75,6,9,1,5,1,9
61,64,75,89,82,65,82,61,70,9,9,6,3,5,19
60,65,93,63,80,88,91,68,70,4,8,5,1,9,8
76,92,81,64,68,83,80,83,74,11,9,3,8,5,15
91,82,83,61,62,66,93,81,92,10,9,1,3,3,16
87,67,82,93,60,62,71,82,87,12,2,0,8,6,24
88,84,71,60,94,87,64,85,78,9,1,2,3,7,17
81,78,88,74,66,84,77,93,88,10,1,4,3,4,31
66,91,88,78,73,84,86,64,81,9,3,1,4,8,25
64,86,71,71,79,89,87,66,68,11,3,1,6,1,16
92,85,69,66,79,61,93,73,73,11,3,1,8,2,31
86,91,94,87,90,85,93,86,66,9,1,6,9,9,5
85,80,78,82,62,75,79,62,86,4,6,3,5,4,23
90,70,73,69,73,67,87,67,69,6,4,5,7,2,10
61,82,74,78,90,62,62,81,73,7,5,3,2,3,24
79,60,87,73,71,77,90,90,93,9,8,6,1,3,13
84,87,65,60,91,75,80,68,88,5,5,6,7,6,16
64,63,86,92,93,78,73,69,91,9,7,6,5,5,16
62,78,79,64,81,93,86,81,80,4,4,6,6,3,24
73,92,86,81,70,67,67,92,73,7,7,0,1,3,17
80,93,70,62,94,71,66,65,72,11,4,4,7,2,16
84,71,63,82,67,71,61,77,87,5,6,6,9,3,5
73,62,74,88,75,76,69,70,81,12,2,6,2,5,13
78,93,89,64,67,77,83,91,89,4,2,3,7,6,10
64,82,73,88,76,60,69,89,61,8,1,6,4,2,28
92,61,91,93,77,79,75,75,87,11,4,1,6,2,4
71,77,75,72,60,86,67,89,66,6,7,4,5,6,5
72,60,66,85,89,88,87,72,85,11,5,1,9,7,28
88,91,76,80,66,92,67,62,65,12,6,1,4,1,1
